property_id,property_type,district,size_sqm,rooms,energy_class,asking_price_eur,intake_date,listed_date,days_to_publish,agent_id,status
RK-0240,House,Hamburg-Eimsbüttel,189,4,D,1321000,2024-10-03,2024-10-21,18,Agent_35,Active
RK-0241,Apartment,Hamburg-Wandsbek,85,3,F,339000,2025-07-02,2025-07-22,20,Agent_24,Active
RK-0242,Apartment,Hamburg-Barmbek,69,1,C,324000,2024-05-28,2024-06-11,14,Agent_10,Sold
RK-0243,Apartment,Hamburg-Bergedorf,112,3,C,618000,2025-08-21,2025-09-10,20,Agent_18,Sold
RK-0244,Apartment,Hamburg-Blankenese,46,1,C,240000,2025-10-22,2025-11-02,11,Agent_20,Withdrawn
RK-0245,Apartment,Hamburg-Eppendorf,53,3,D,327000,2024-01-03,2024-01-21,18,Agent_05,Active
RK-0246,Apartment,Hamburg-Altona,128,4,D,734000,2025-03-11,2025-03-20,9,Agent_33,Sold
RK-0247,Apartment,Hamburg-Bergedorf,125,3,C,549000,2025-10-23,2025-10-25,2,Agent_28,Sold
RK-0248,House,Hamburg-Ottensen,197,4,A,866000,2025-08-31,2025-09-01,1,Agent_10,Sold
RK-0249,Apartment,Hamburg-St. Pauli,113,3,A,644000,2025-03-03,2025-03-10,7,Agent_22,Sold
RK-0250,Commercial,Hamburg-HafenCity,197,3,E,833000,2024-08-13,2024-08-30,17,Agent_32,Sold
RK-0251,Commercial,Hamburg-Harburg,431,5,E,1994000,2025-12-06,2025-12-26,20,Agent_28,Sold
RK-0252,Commercial,Hamburg-St. Pauli,428,2,C,1833000,2024-09-07,2024-09-10,3,Agent_08,Sold
RK-0253,Apartment,Hamburg-Eppendorf,91,3,B,455000,2025-02-11,2025-03-02,19,Agent_05,Active
RK-0254,Apartment,Hamburg-Blankenese,80,3,C,376000,2025-06-27,2025-07-12,15,Agent_48,Sold
RK-0255,House,Hamburg-Blankenese,229,5,C,1519000,2024-08-28,2024-09-15,18,Agent_43,Sold
RK-0256,Apartment,Hamburg-Winterhude,47,4,D,269000,2025-11-07,2025-11-18,11,Agent_37,Withdrawn
RK-0257,Commercial,Hamburg-HafenCity,196,4,A,868000,2024-01-15,2024-01-16,1,Agent_45,Sold
RK-0258,Apartment,Hamburg-Eppendorf,67,4,C,372000,2025-07-19,2025-07-24,5,Agent_25,Sold
RK-0259,Penthouse,Hamburg-Barmbek,94,5,D,589000,2024-12-31,2025-01-06,6,Agent_50,Sold
RK-0260,Apartment,Hamburg-Bergedorf,86,3,B,434000,2024-04-28,2024-05-10,12,Agent_28,Active
RK-0261,Apartment,Hamburg-Altona,72,2,D,397000,2025-06-20,2025-06-29,9,Agent_47,Sold
RK-0262,House,Hamburg-Eppendorf,249,6,A+,1710000,2025-09-27,2025-10-12,15,Agent_27,Sold
RK-0263,Apartment,Hamburg-St. Pauli,79,1,F,385000,2025-03-20,2025-03-29,9,Agent_20,Active
RK-0264,Apartment,Hamburg-Winterhude,106,3,E,609000,2024-05-19,2024-05-22,3,Agent_46,Withdrawn
RK-0265,Commercial,Hamburg-Barmbek,414,4,C,1384000,2024-07-07,2024-07-25,18,Agent_33,Sold
RK-0266,Apartment,Hamburg-Harburg,85,3,C,366000,2025-11-29,2025-12-02,3,Agent_19,Active
RK-0267,House,Hamburg-Bergedorf,253,7,C,1230000,2024-03-09,2024-03-23,14,Agent_03,Sold
RK-0268,Studio,Hamburg-Winterhude,33,1,A,168000,2024-02-23,2024-03-13,19,Agent_47,Sold
RK-0269,House,Hamburg-Harburg,267,4,A,1192000,2024-11-14,2024-11-15,1,Agent_25,Active
RK-0270,House,Hamburg-Barmbek,140,4,E,597000,2025-05-19,2025-05-28,9,Agent_46,Active
RK-0271,Apartment,Hamburg-Altona,101,3,C,555000,2024-09-21,2024-09-24,3,Agent_11,Sold
RK-0272,Apartment,Hamburg-Eppendorf,106,3,D,619000,2024-07-10,2024-07-19,9,Agent_04,Withdrawn
RK-0273,House,Hamburg-Wandsbek,144,6,B,813000,2024-11-15,2024-11-27,12,Agent_46,Active
RK-0274,Apartment,Hamburg-HafenCity,60,3,C,337000,2025-04-30,2025-05-19,19,Agent_04,Active
RK-0275,Apartment,Hamburg-HafenCity,84,4,F,446000,2024-07-10,2024-07-12,2,Agent_27,Active
RK-0276,Apartment,Hamburg-Bergedorf,125,2,E,717000,2025-07-14,2025-07-26,12,Agent_06,Active
RK-0277,Apartment,Hamburg-Winterhude,96,2,B,448000,2025-02-13,2025-02-27,14,Agent_35,Sold
RK-0278,Apartment,Hamburg-Bergedorf,85,1,C,422000,2025-06-18,2025-07-08,20,Agent_33,Sold
RK-0279,Apartment,Hamburg-Wandsbek,93,4,D,521000,2024-12-04,2024-12-09,5,Agent_49,Sold
RK-0280,Penthouse,Hamburg-Eppendorf,144,5,C,921000,2025-11-23,2025-12-04,11,Agent_46,Withdrawn
RK-0281,Apartment,Hamburg-Eimsbüttel,79,3,D,346000,2025-03-18,2025-03-31,13,Agent_12,Withdrawn
RK-0282,Commercial,Hamburg-HafenCity,67,1,A+,225000,2024-06-09,2024-06-22,13,Agent_47,Withdrawn
RK-0283,Apartment,Hamburg-St. Pauli,107,2,C,451000,2025-08-11,2025-08-16,5,Agent_19,Withdrawn
RK-0284,Apartment,Hamburg-Eppendorf,54,3,C,302000,2024-04-04,2024-04-14,10,Agent_02,Active
RK-0285,House,Hamburg-Ottensen,217,4,E,1251000,2024-03-18,2024-03-24,6,Agent_27,Active
RK-0286,House,Hamburg-HafenCity,139,6,C,621000,2025-02-11,2025-02-22,11,Agent_01,Active
RK-0287,Apartment,Hamburg-Ottensen,88,2,C,460000,2025-05-13,2025-05-19,6,Agent_28,Sold
RK-0288,House,Hamburg-Eppendorf,218,5,C,1356000,2025-09-13,2025-09-25,12,Agent_34,Sold
RK-0289,Commercial,Hamburg-Blankenese,82,3,B,372000,2024-04-23,2024-04-27,4,Agent_33,Active
RK-0290,Apartment,Hamburg-Eppendorf,107,1,A+,496000,2024-06-26,2024-07-11,15,Agent_20,Sold
RK-0291,House,Hamburg-Barmbek,270,5,D,1168000,2025-01-12,2025-01-29,17,Agent_49,Sold
RK-0292,Commercial,Hamburg-Altona,499,4,C,1663000,2024-01-27,2024-01-31,4,Agent_49,Active
RK-0293,House,Hamburg-Bergedorf,174,4,B,936000,2025-02-22,2025-03-05,11,Agent_27,Sold
RK-0294,Apartment,Hamburg-St. Pauli,69,2,B,412000,2024-04-29,2024-05-04,5,Agent_42,Withdrawn
RK-0295,House,Hamburg-Barmbek,212,4,C,903000,2025-02-14,2025-03-06,20,Agent_17,Active
RK-0296,House,Hamburg-Bergedorf,261,4,D,1310000,2024-12-25,2025-01-13,19,Agent_03,Sold
RK-0297,Apartment,Hamburg-HafenCity,124,2,C,596000,2025-06-04,2025-06-16,12,Agent_11,Active
RK-0298,House,Hamburg-Eppendorf,224,5,E,1195000,2024-05-14,2024-05-18,4,Agent_17,Sold
RK-0299,House,Hamburg-Ottensen,118,4,C,799000,2024-10-05,2024-10-10,5,Agent_17,Active
RK-0300,Studio,Hamburg-St. Pauli,40,1,A+,236000,2024-09-10,2024-09-23,13,Agent_47,Sold
RK-0301,House,Hamburg-Eimsbüttel,104,6,E,545000,2025-06-29,2025-07-11,12,Agent_06,Sold
RK-0302,Apartment,Hamburg-Eimsbüttel,91,4,C,409000,2024-08-09,2024-08-15,6,Agent_11,Sold
RK-0303,House,Hamburg-Winterhude,278,6,D,1190000,2025-08-07,2025-08-26,19,Agent_47,Sold
RK-0304,Studio,Hamburg-Blankenese,27,1,A,111000,2024-11-15,2024-12-02,17,Agent_33,Withdrawn
RK-0305,Apartment,Hamburg-Barmbek,52,4,C,287000,2024-09-27,2024-10-13,16,Agent_50,Sold
RK-0306,House,Hamburg-Blankenese,141,5,D,631000,2024-07-20,2024-07-22,2,Agent_41,Sold
RK-0307,Commercial,Hamburg-HafenCity,222,3,A+,1068000,2024-04-14,2024-04-22,8,Agent_07,Sold
RK-0308,House,Hamburg-Eimsbüttel,242,4,D,1444000,2025-10-04,2025-10-09,5,Agent_09,Sold
RK-0309,Apartment,Hamburg-Blankenese,48,3,A,202000,2024-12-12,2024-12-23,11,Agent_35,Sold
RK-0310,Studio,Hamburg-Altona,21,1,A,85000,2025-07-07,2025-07-26,19,Agent_38,Sold
RK-0311,Commercial,Hamburg-St. Pauli,203,4,E,988000,2025-03-12,2025-03-25,13,Agent_47,Sold
RK-0312,Apartment,Hamburg-Ottensen,94,4,A+,506000,2024-10-30,2024-11-16,17,Agent_41,Active
RK-0313,Apartment,Hamburg-Winterhude,64,2,C,396000,2024-06-21,2024-07-01,10,Agent_10,Active
RK-0314,House,Hamburg-Winterhude,113,5,A,589000,2024-02-07,2024-02-22,15,Agent_22,Sold
RK-0315,Apartment,Hamburg-St. Pauli,70,2,C,325000,2024-12-08,2024-12-19,11,Agent_41,Active
RK-0316,Apartment,Hamburg-Wandsbek,65,3,B,399000,2024-07-09,2024-07-27,18,Agent_08,Withdrawn
RK-0317,Apartment,Hamburg-Altona,67,2,B,365000,2025-10-11,2025-10-20,9,Agent_27,Sold
RK-0318,Penthouse,Hamburg-Eimsbüttel,102,4,C,632000,2025-09-03,2025-09-15,12,Agent_37,Sold
RK-0319,Apartment,Hamburg-Ottensen,128,3,F,602000,2024-06-12,2024-06-23,11,Agent_13,Sold
RK-0320,Studio,Hamburg-Winterhude,34,1,D,163000,2025-08-19,2025-08-28,9,Agent_21,Sold
RK-0321,Apartment,Hamburg-Altona,87,2,C,420000,2025-07-03,2025-07-06,3,Agent_47,Sold
RK-0322,Apartment,Hamburg-Altona,110,3,B,666000,2025-01-27,2025-01-31,4,Agent_31,Sold
RK-0323,Apartment,Hamburg-Wandsbek,95,3,A,539000,2024-06-08,2024-06-21,13,Agent_34,Sold
RK-0324,House,Hamburg-Winterhude,127,7,A,653000,2024-05-20,2024-05-28,8,Agent_01,Active
RK-0325,House,Hamburg-Ottensen,148,4,C,869000,2025-07-06,2025-07-18,12,Agent_47,Active
RK-0326,Penthouse,Hamburg-Wandsbek,91,3,D,811000,2025-01-22,2025-02-01,10,Agent_35,Sold
RK-0327,Penthouse,Hamburg-Winterhude,113,4,C,956000,2025-01-06,2025-01-12,6,Agent_01,Active
RK-0328,Apartment,Hamburg-Wandsbek,97,4,A,534000,2025-11-14,2025-11-29,15,Agent_30,Active
RK-0329,Apartment,Hamburg-Ottensen,64,3,C,375000,2025-05-26,2025-06-11,16,Agent_43,Withdrawn
RK-0330,Commercial,Hamburg-Barmbek,219,3,B,597000,2025-12-21,2025-12-29,8,Agent_45,Withdrawn
RK-0331,House,Hamburg-St. Pauli,256,4,A,1705000,2024-07-08,2024-07-23,15,Agent_23,Withdrawn
RK-0332,Studio,Hamburg-Harburg,24,1,F,140000,2025-08-10,2025-08-30,20,Agent_50,Active
RK-0333,Apartment,Hamburg-Eppendorf,98,3,A,375000,2024-01-15,2024-01-25,10,Agent_45,Sold
RK-0334,House,Hamburg-Blankenese,194,6,D,910000,2024-02-03,2024-02-18,15,Agent_38,Sold
RK-0335,Apartment,Hamburg-Harburg,85,1,A+,474000,2023-12-16,2024-01-05,20,Agent_41,Sold
RK-0336,Apartment,Hamburg-Barmbek,54,2,B,267000,2024-09-19,2024-10-03,14,Agent_05,Sold
RK-0337,Apartment,Hamburg-Blankenese,113,2,B,628000,2023-12-28,2024-01-03,6,Agent_29,Active
RK-0338,Commercial,Hamburg-St. Pauli,299,3,C,1459000,2024-02-08,2024-02-19,11,Agent_31,Active
RK-0339,House,Hamburg-Ottensen,147,5,C,1082000,2025-03-09,2025-03-21,12,Agent_11,Sold
RK-0340,Apartment,Hamburg-Harburg,121,4,B,615000,2025-08-23,2025-09-11,19,Agent_29,Sold
RK-0341,Apartment,Hamburg-Blankenese,119,4,D,603000,2025-05-21,2025-06-03,13,Agent_42,Sold
RK-0342,Apartment,Hamburg-Barmbek,82,3,C,327000,2025-07-31,2025-08-18,18,Agent_22,Sold
RK-0343,Commercial,Hamburg-Altona,215,2,C,1014000,2025-12-18,2025-12-28,10,Agent_40,Sold
RK-0344,Apartment,Hamburg-Wandsbek,66,1,B,361000,2024-06-11,2024-06-21,10,Agent_36,Withdrawn
RK-0345,Studio,Hamburg-Eppendorf,20,1,B,114000,2025-08-16,2025-08-23,7,Agent_49,Sold
RK-0346,Penthouse,Hamburg-Winterhude,192,4,B,1683000,2023-12-30,2024-01-17,18,Agent_45,Sold
RK-0347,Apartment,Hamburg-Bergedorf,104,2,D,411000,2025-01-18,2025-02-07,20,Agent_23,Sold
RK-0348,Apartment,Hamburg-Blankenese,104,2,C,579000,2025-07-28,2025-08-02,5,Agent_11,Sold
RK-0349,Commercial,Hamburg-Bergedorf,462,5,E,1478000,2024-07-02,2024-07-17,15,Agent_07,Sold
RK-0350,Commercial,Hamburg-Blankenese,421,4,B,1651000,2025-09-06,2025-09-19,13,Agent_29,Sold
RK-0351,Commercial,Hamburg-Eimsbüttel,471,1,C,1401000,2024-09-24,2024-09-27,3,Agent_37,Sold
RK-0352,Commercial,Hamburg-Eppendorf,248,4,C,866000,2025-06-09,2025-06-19,10,Agent_04,Sold
RK-0353,Apartment,Hamburg-Ottensen,62,4,D,289000,2024-09-01,2024-09-10,9,Agent_06,Active
RK-0354,Apartment,Hamburg-Winterhude,124,2,F,662000,2024-12-30,2025-01-18,19,Agent_22,Active
RK-0355,House,Hamburg-Harburg,268,6,B,1621000,2024-10-27,2024-11-01,5,Agent_25,Active
RK-0356,Apartment,Hamburg-Harburg,86,4,C,417000,2024-07-23,2024-07-31,8,Agent_49,Sold
RK-0357,Apartment,Hamburg-Wandsbek,73,3,B,315000,2025-10-02,2025-10-12,10,Agent_22,Withdrawn
RK-0358,House,Hamburg-Eimsbüttel,222,6,E,1637000,2024-06-20,2024-07-09,19,Agent_36,Sold
RK-0359,House,Hamburg-Bergedorf,195,4,D,1456000,2023-12-17,2024-01-01,15,Agent_23,Withdrawn
RK-0360,Apartment,Hamburg-Winterhude,80,2,B,397000,2025-07-29,2025-08-04,6,Agent_20,Active
RK-0361,Commercial,Hamburg-Eppendorf,427,5,C,2020000,2024-07-09,2024-07-10,1,Agent_17,Sold
RK-0362,Apartment,Hamburg-Blankenese,107,2,D,498000,2024-01-23,2024-02-12,20,Agent_35,Sold
RK-0363,Commercial,Hamburg-Ottensen,306,4,D,1041000,2024-05-28,2024-06-16,19,Agent_01,Withdrawn
RK-0364,Apartment,Hamburg-Bergedorf,103,3,D,459000,2025-11-30,2025-12-16,16,Agent_43,Sold
RK-0365,House,Hamburg-HafenCity,101,6,B,513000,2024-11-03,2024-11-08,5,Agent_08,Withdrawn
RK-0366,Commercial,Hamburg-St. Pauli,142,3,B,530000,2025-04-28,2025-05-14,16,Agent_08,Active
RK-0367,Apartment,Hamburg-Ottensen,44,2,A,230000,2024-04-01,2024-04-06,5,Agent_28,Sold
RK-0368,Apartment,Hamburg-Eimsbüttel,58,3,C,306000,2025-07-05,2025-07-12,7,Agent_04,Sold
RK-0369,House,Hamburg-Blankenese,113,6,B,489000,2025-04-01,2025-04-21,20,Agent_29,Sold
RK-0370,Studio,Hamburg-St. Pauli,29,1,C,116000,2024-11-11,2024-11-17,6,Agent_05,Sold
RK-0371,House,Hamburg-Bergedorf,268,4,C,1584000,2024-07-15,2024-07-22,7,Agent_03,Sold
RK-0372,House,Hamburg-Harburg,123,6,A,519000,2024-05-22,2024-06-02,11,Agent_39,Withdrawn
RK-0373,Apartment,Hamburg-Altona,93,3,B,391000,2025-08-15,2025-08-18,3,Agent_47,Active
RK-0374,Studio,Hamburg-Barmbek,34,1,B,180000,2024-03-12,2024-03-13,1,Agent_32,Active
RK-0375,House,Hamburg-Harburg,256,4,D,1752000,2024-05-23,2024-06-02,10,Agent_15,Withdrawn
RK-0376,Apartment,Hamburg-Winterhude,61,3,E,233000,2024-10-09,2024-10-10,1,Agent_49,Sold
RK-0377,Studio,Hamburg-Bergedorf,29,1,D,158000,2024-02-29,2024-03-13,13,Agent_46,Active
RK-0378,House,Hamburg-Wandsbek,173,4,C,1090000,2025-11-17,2025-11-20,3,Agent_21,Active
RK-0379,Apartment,Hamburg-Altona,112,3,D,568000,2024-02-03,2024-02-12,9,Agent_42,Active
RK-0380,Apartment,Hamburg-Ottensen,62,1,A,326000,2024-02-15,2024-02-16,1,Agent_46,Withdrawn
RK-0381,Apartment,Hamburg-Altona,89,3,B,457000,2024-05-29,2024-06-09,11,Agent_16,Sold
RK-0382,Penthouse,Hamburg-Bergedorf,108,4,C,904000,2025-07-28,2025-08-11,14,Agent_03,Active
RK-0383,Studio,Hamburg-Wandsbek,27,1,B,127000,2025-04-28,2025-05-08,10,Agent_17,Sold
RK-0384,Apartment,Hamburg-Blankenese,99,2,D,546000,2025-06-23,2025-07-02,9,Agent_18,Sold
RK-0385,Penthouse,Hamburg-Ottensen,149,5,D,995000,2025-02-05,2025-02-23,18,Agent_43,Sold
RK-0386,House,Hamburg-Barmbek,238,5,A+,1292000,2024-07-25,2024-08-01,7,Agent_43,Active
RK-0387,Apartment,Hamburg-Barmbek,42,3,A,234000,2024-04-29,2024-04-30,1,Agent_38,Sold
RK-0388,Commercial,Hamburg-Winterhude,407,5,C,1116000,2025-03-27,2025-03-30,3,Agent_45,Sold
RK-0389,Apartment,Hamburg-Wandsbek,51,2,D,314000,2025-05-29,2025-06-18,20,Agent_24,Active
RK-0390,Commercial,Hamburg-Eimsbüttel,448,4,B,1398000,2024-06-15,2024-06-25,10,Agent_39,Withdrawn
RK-0391,Apartment,Hamburg-HafenCity,74,2,C,452000,2025-02-12,2025-03-01,17,Agent_12,Sold
RK-0392,Apartment,Hamburg-Winterhude,112,2,B,616000,2025-08-08,2025-08-21,13,Agent_32,Active
RK-0393,Apartment,Hamburg-Barmbek,124,3,C,551000,2025-08-24,2025-09-11,18,Agent_30,Sold
RK-0394,Apartment,Hamburg-Altona,71,4,C,315000,2025-09-26,2025-10-11,15,Agent_36,Sold
RK-0395,Apartment,Hamburg-Blankenese,86,2,C,339000,2024-04-12,2024-04-27,15,Agent_28,Sold
RK-0396,Apartment,Hamburg-Bergedorf,101,4,B,610000,2024-11-17,2024-11-25,8,Agent_47,Sold
RK-0397,Apartment,Hamburg-Ottensen,40,3,A,162000,2024-07-07,2024-07-23,16,Agent_49,Sold
RK-0398,Apartment,Hamburg-HafenCity,65,3,D,331000,2024-11-03,2024-11-20,17,Agent_03,Withdrawn
RK-0399,Commercial,Hamburg-Ottensen,121,1,B,571000,2025-06-17,2025-06-20,3,Agent_15,Sold
RK-0400,Penthouse,Hamburg-Eppendorf,143,4,A,1241000,2024-03-17,2024-04-02,16,Agent_41,Active
RK-0401,House,Hamburg-Harburg,256,4,A,1321000,2025-02-17,2025-03-04,15,Agent_03,Sold
RK-0402,Commercial,Hamburg-Winterhude,494,2,C,2338000,2024-10-03,2024-10-18,15,Agent_28,Active
RK-0403,Apartment,Hamburg-Eppendorf,84,4,B,364000,2024-07-29,2024-08-08,10,Agent_29,Sold
RK-0404,Apartment,Hamburg-Bergedorf,98,3,B,435000,2025-05-01,2025-05-21,20,Agent_11,Withdrawn
RK-0405,Apartment,Hamburg-Wandsbek,41,3,C,254000,2025-10-30,2025-11-01,2,Agent_15,Sold
RK-0406,House,Hamburg-Eppendorf,211,6,C,1488000,2025-04-04,2025-04-24,20,Agent_17,Sold
RK-0407,House,Hamburg-Bergedorf,170,6,E,1214000,2024-08-01,2024-08-07,6,Agent_29,Sold
RK-0408,House,Hamburg-Bergedorf,163,6,C,764000,2025-04-19,2025-04-29,10,Agent_12,Sold
RK-0409,Apartment,Hamburg-St. Pauli,98,2,D,466000,2025-01-08,2025-01-20,12,Agent_10,Sold
RK-0410,House,Hamburg-Wandsbek,277,5,B,1401000,2025-10-02,2025-10-19,17,Agent_38,Withdrawn
RK-0411,House,Hamburg-Harburg,228,5,C,1417000,2024-05-21,2024-06-04,14,Agent_13,Active
RK-0412,House,Hamburg-St. Pauli,231,5,B,1648000,2024-11-30,2024-12-05,5,Agent_20,Active
RK-0413,Apartment,Hamburg-Ottensen,61,1,C,256000,2025-08-27,2025-08-30,3,Agent_15,Withdrawn
RK-0414,Commercial,Hamburg-Altona,276,3,D,815000,2024-03-31,2024-04-13,13,Agent_38,Active
RK-0415,House,Hamburg-Harburg,137,4,B,805000,2024-10-15,2024-10-25,10,Agent_03,Active
RK-0416,Apartment,Hamburg-Barmbek,74,1,A+,318000,2025-05-06,2025-05-22,16,Agent_35,Sold
RK-0417,House,Hamburg-Ottensen,199,4,E,1284000,2024-08-19,2024-08-22,3,Agent_03,Sold
RK-0418,House,Hamburg-Harburg,160,5,C,675000,2025-11-11,2025-11-13,2,Agent_10,Sold
RK-0419,Commercial,Hamburg-Winterhude,198,2,E,760000,2025-07-04,2025-07-16,12,Agent_50,Sold
RK-0420,Studio,Hamburg-Harburg,33,1,C,189000,2024-10-03,2024-10-14,11,Agent_18,Sold
RK-0421,Studio,Hamburg-Wandsbek,40,1,A,198000,2025-09-27,2025-10-06,9,Agent_25,Sold
RK-0422,House,Hamburg-Barmbek,170,5,C,999000,2025-08-26,2025-09-07,12,Agent_22,Sold
RK-0423,Studio,Hamburg-HafenCity,37,1,B,201000,2025-02-21,2025-03-09,16,Agent_33,Sold
RK-0424,Apartment,Hamburg-Altona,59,4,C,229000,2024-03-21,2024-04-03,13,Agent_13,Active
RK-0425,Studio,Hamburg-Blankenese,30,1,B,180000,2024-05-09,2024-05-29,20,Agent_08,Withdrawn
RK-0426,House,Hamburg-Harburg,243,6,E,1451000,2025-05-17,2025-06-02,16,Agent_45,Active
RK-0427,House,Hamburg-Bergedorf,187,6,C,990000,2024-06-07,2024-06-27,20,Agent_37,Sold
RK-0428,House,Hamburg-Eimsbüttel,194,6,C,1283000,2024-09-25,2024-10-02,7,Agent_12,Withdrawn
RK-0429,Apartment,Hamburg-Altona,50,3,B,245000,2024-12-27,2024-12-29,2,Agent_20,Active
RK-0430,Apartment,Hamburg-Blankenese,123,4,B,718000,2025-07-29,2025-08-06,8,Agent_44,Active
RK-0431,House,Hamburg-Eimsbüttel,192,4,B,1014000,2025-10-04,2025-10-11,7,Agent_28,Sold
RK-0432,Studio,Hamburg-Blankenese,41,1,B,227000,2024-07-23,2024-08-10,18,Agent_38,Active
RK-0433,Apartment,Hamburg-Bergedorf,50,3,C,297000,2024-07-03,2024-07-08,5,Agent_38,Active
RK-0434,House,Hamburg-Bergedorf,211,4,D,1174000,2024-05-23,2024-05-24,1,Agent_31,Active
RK-0435,Apartment,Hamburg-Blankenese,48,2,C,236000,2025-10-31,2025-11-18,18,Agent_12,Active
RK-0436,Apartment,Hamburg-Wandsbek,78,3,C,299000,2025-10-03,2025-10-21,18,Agent_13,Sold
RK-0437,Commercial,Hamburg-HafenCity,386,1,C,1052000,2024-01-30,2024-02-17,18,Agent_16,Sold
RK-0438,House,Hamburg-Wandsbek,240,6,C,1496000,2024-08-10,2024-08-16,6,Agent_19,Withdrawn
RK-0439,Apartment,Hamburg-Blankenese,78,4,B,429000,2024-06-29,2024-07-05,6,Agent_38,Active
RK-0440,Apartment,Hamburg-Eppendorf,119,2,E,725000,2024-03-06,2024-03-12,6,Agent_14,Withdrawn
RK-0441,Apartment,Hamburg-Wandsbek,98,4,B,498000,2025-11-12,2025-12-02,20,Agent_25,Sold
RK-0442,House,Hamburg-Eimsbüttel,226,4,C,1068000,2025-06-30,2025-07-10,10,Agent_50,Sold
RK-0443,Apartment,Hamburg-Blankenese,40,2,E,206000,2024-04-04,2024-04-18,14,Agent_08,Sold
RK-0444,House,Hamburg-HafenCity,255,6,E,1297000,2023-12-15,2024-01-02,18,Agent_17,Sold
RK-0445,House,Hamburg-Blankenese,181,4,B,1123000,2025-08-12,2025-08-28,16,Agent_17,Sold
RK-0446,Apartment,Hamburg-Barmbek,92,1,F,507000,2025-01-31,2025-02-20,20,Agent_09,Sold
RK-0447,Commercial,Hamburg-Wandsbek,267,1,C,1150000,2024-05-18,2024-05-19,1,Agent_45,Active
RK-0448,Apartment,Hamburg-Eimsbüttel,104,3,B,487000,2024-05-11,2024-05-18,7,Agent_43,Sold
RK-0449,Commercial,Hamburg-Wandsbek,483,2,B,1504000,2025-04-18,2025-05-07,19,Agent_08,Sold
RK-0450,Apartment,Hamburg-St. Pauli,60,4,C,293000,2024-03-25,2024-04-13,19,Agent_39,Sold
RK-0451,Apartment,Hamburg-Barmbek,67,4,B,274000,2024-12-16,2025-01-05,20,Agent_04,Active
RK-0452,Studio,Hamburg-Winterhude,39,1,C,218000,2024-09-27,2024-10-14,17,Agent_41,Withdrawn
RK-0453,Apartment,Hamburg-Eimsbüttel,95,3,E,446000,2024-07-12,2024-07-28,16,Agent_40,Active
RK-0454,Apartment,Hamburg-Blankenese,43,2,C,203000,2024-05-01,2024-05-16,15,Agent_16,Active
RK-0455,Studio,Hamburg-Bergedorf,44,1,C,243000,2025-07-22,2025-08-01,10,Agent_09,Active
RK-0456,Apartment,Hamburg-Eppendorf,63,4,B,364000,2024-09-23,2024-10-09,16,Agent_49,Sold
RK-0457,Apartment,Hamburg-HafenCity,73,4,A,309000,2024-05-15,2024-05-19,4,Agent_23,Sold
RK-0458,House,Hamburg-Ottensen,230,5,D,1192000,2025-02-16,2025-03-08,20,Agent_22,Sold
RK-0459,Apartment,Hamburg-Eimsbüttel,54,4,A+,256000,2024-10-23,2024-10-28,5,Agent_06,Active
RK-0460,Apartment,Hamburg-Eppendorf,57,2,C,259000,2025-12-18,2025-12-26,8,Agent_23,Sold
RK-0461,Studio,Hamburg-Ottensen,27,1,C,122000,2024-07-16,2024-07-21,5,Agent_45,Active
RK-0462,Studio,Hamburg-Eimsbüttel,24,1,C,110000,2025-07-08,2025-07-24,16,Agent_02,Sold
RK-0463,Commercial,Hamburg-Bergedorf,167,4,D,689000,2025-12-09,2025-12-17,8,Agent_28,Active
RK-0464,Commercial,Hamburg-St. Pauli,243,2,C,916000,2025-06-06,2025-06-26,20,Agent_25,Active
RK-0465,Studio,Hamburg-Ottensen,20,1,D,117000,2024-06-29,2024-07-09,10,Agent_42,Active
RK-0466,Penthouse,Hamburg-Barmbek,169,4,C,1320000,2025-05-30,2025-06-12,13,Agent_17,Sold
RK-0467,Commercial,Hamburg-Ottensen,425,5,B,1340000,2025-05-10,2025-05-23,13,Agent_49,Active
RK-0468,House,Hamburg-Bergedorf,157,6,C,1176000,2024-01-11,2024-01-26,15,Agent_05,Active
RK-0469,House,Hamburg-HafenCity,245,5,C,1341000,2025-05-26,2025-06-09,14,Agent_13,Active
RK-0470,House,Hamburg-Bergedorf,262,4,D,1608000,2025-08-31,2025-09-03,3,Agent_32,Sold
RK-0471,House,Hamburg-Winterhude,244,6,C,1287000,2024-03-02,2024-03-05,3,Agent_32,Sold
RK-0472,House,Hamburg-Winterhude,211,4,C,1318000,2024-06-19,2024-07-05,16,Agent_28,Active
RK-0473,Penthouse,Hamburg-Altona,120,3,E,736000,2024-06-10,2024-06-19,9,Agent_39,Withdrawn
RK-0474,Penthouse,Hamburg-Altona,195,4,C,1725000,2025-03-27,2025-04-02,6,Agent_18,Sold
RK-0475,House,Hamburg-St. Pauli,270,6,B,1866000,2025-03-22,2025-03-28,6,Agent_46,Withdrawn
RK-0476,Apartment,Hamburg-Bergedorf,57,2,C,326000,2025-08-21,2025-08-30,9,Agent_37,Sold
RK-0477,Apartment,Hamburg-Eimsbüttel,106,4,D,489000,2025-01-31,2025-02-04,4,Agent_04,Sold
RK-0478,House,Hamburg-HafenCity,134,7,C,857000,2025-05-20,2025-05-29,9,Agent_12,Sold
RK-0479,Apartment,Hamburg-Winterhude,112,2,C,549000,2024-04-19,2024-05-04,15,Agent_05,Sold
